"word","value"
"tulus ikhlas",5
"tumandang",1
"tumandang",-3
"tumbang",1
"tumbang",-5
"tumbang vertikal",-3
"tumben",-2
"tumbuk",-3
"tumor",-4
"tumpah hati",-3
"tumpahan hati",-3
"tumpang tinggal",1
"tumpang tinggal",-4
"tumpas",-4
"tumpasan",-5
"tumpat",-4
"tumpu",1
"tumpu",-3
"tumpuan",2
"tumpuan",-3
"tumpuk",-4
"tumpul",-3
"tumpul otak",-3
"tumpur",-5
"tun",-4
"tunai",3
"tunang",3
"tunas",3
"tunas",-2
"tunasusila",-5
"tunduk",1
"tunduk",-5
"tunggak",3
"tunggakan",-4
"tunggang",-1
"tunggang gunung",-4
"tunggu",1
"tunggu",-2
"tunggu dunia",2
"tunggul",-3
"tungkak",4
"tungku",-4
"tunjang",3
"tunjangan",-3
"tunjuk perasaan",-3
"tuntas",2
"tuntun",3
"tuntun",-2
"tuntunan",-3
"tuntut",-3
"tuntut ilmu",4
"tupai",-5
"turun",1
"turun",-3
"turunan",1
"turunan",-3
"turut",-3
"tusuk",-4
"tutuk",3
"tutup",-2
"tutup mulut",1
"tutup mulut",-3
"tutur",3
"tutur",-4
"tutur kata",-4
"tuyul",-4
"typo",-2
"typonya",-3
"ua",-4
"uang lelah",2
"uang pecah",-4
"uang rokok",2
"uang sogok",-3
"uar",-3
"uar-uar",-3
"ubah akal",-2
"ubah ingat",-3
"uber",-3
"ucap",-2
"ucek",-3
"uci-uci",-4
"udahan",-4
"udara",-4
"udeh",-3
"udi",-5
"ugahari",3
"ugal-ugalan",3
"ugal-ugalan",-2
"ugh",-4
"ujar",-4
"uji",1
"ujian",1
"ujung",-3
"ujung tangan",-4
"ukir",-5
"ukur",3
"ulah",-3
"ulam-ulam",-5
"ulama",3
"ulasan",3
"ulasan pers",-3
"uler",-3
"ulung",4
"ulung",-4
"uluran",3
"uluran tangan",4
"umat",3
"umbar",-3
"umbul-umbul",-3
"umi",4
"umpan",-3
"umpat",-4
"umpatan",-4
"umum",1
"umur",4
"umur",-2
"unam",-3
"unda",3
"undang",2
"undangan",1
"undian",-5
"unek-unek",2
"unfollow",-2
"unggulan",5
"ungkap",3
"ungkap",-3
"unit",-4
"unjuk",-3
"unjuk rasa",-3
"unmood",-3
"unting",-5
"untung",3
"untung",-1
"upa",2
"upa-",4
"upah",1
"upah",-3
"upaya",1
"upaya",-4
"ura-ura",4
"uraian",3
"uras",-3
"urgen",-4
"uring-uringan",-5
"urit",-3
"urita",-3
"urun",-4
"urung",-5
"urut-urutan",-4
"usah",-5
"usaha",1
"usaha",-4
"usai",3
"usai",-2
"usak",-3
"usang",-5
"usik",1
"usikan",1
"usikan",-5
"usil",-3
"usir",-4
"usrek",-5
"ustadz",3
"ustazah",3
"usul",2
"usul",-3
"utang",-4
"utas",4
"utopia",2
"uyuh",-3
"uzur",-3
"vagina",-4
"vak",3
"vakansi",3
"vakum",-3
"validitas",-3
"vampir",-5
"varia",3
"varian",1
"varian",-2
"ventura",3
"verbal",1
"vibrasi",-3
"vila",3
"visi",2
"vista",3
"vital",-4
"vitalitas",3
"vote",1
"voucher",3
"vulgar",-3
"wabah",-5
"wacana",-3
"wadak",3
"waduh",3
"waduh",-3
"waduk",-3
"wafat",1
"wafat",-5
"wagu",4
"wah",3
"wah",-3
"waham",-3
"wahyu",4
"wajar",3
"wajar",-5
"wajib",-2
"walang hati",-5
"walau",-3
"wan",-4
"wangi",4
"wangsit",-3
"wantah",3
"wara",-3
"wara-wara",-3
"waras",2
"waras",-3
"waris",3
"waris",-2
"warisan",3
"warita",-4
"warok",3
"warta",-3
"wasiat",4
"wasit",-3
"waspada",3
"waspada",-3
"waswas",-3
"watak",3
"watu",-3
"wawa",-3
"wawancara",3
"wedel",2
"wedus",-3
"week",-4
"wejang",-3
"wejangan",-3
"wekel",4
"welas",4
"welas",-3
"welcome",4
"wewenang",2
"why",-2
"widita",4
"widyaiswara",3
"wiladah",3
"wimana",-4
"wirid",4
"wisma",3
"wkwkwk",3
"wreda",-4
"wujud",2
"xx",-1
"ya",4
"yaaaa",1
"yaahh",-3
"yahhh",-3
"yahud",4
"yakali",-3
"yakin",3
"yalord",-2
"yampun",-3
"yamtuan",4
"yang",-5
"Yang Dipertuan",4
"yank",2
"yaoi",-5
"yasalamualaika",3
"yauda",-4
"yaudah",1
"yaudah",-4
"yaudahlah",-3
"yaudh",-3
"yelah",-3
"yes",3
"yg dipertuan",4
"yg dipertuan",-3
"yg tuan",-3
"yodah",-2
"yoga",1
"yuk",4
"yukk",4
"yunior",-4
"yuuk",4
"yuwaraja",-4
"zaim",3
"zakar",-3
"zakelek",4
"zakiah",4
"zalim",-5
"zat pemabuk",-3
"zero",-3
"ziarah",-4
"zikir",4
"zuhud",2
"zuhud",-1
