"word","value"
"imitasi",3
"imla",1
"impas",-3
"impian",3
"implementasi",-4
"implikasi",-3
"import",2
"impoten",-5
"impulsif",3
"imut",-1
"imut-imut",4
"imut-imut",-1
"inai",-4
"inap",2
"inaugurasi",-3
"inayat",4
"incang-incut",-4
"incess",-3
"incit",-4
"indah",3
"indah",-2
"indah ambang",4
"indehoi",-3
"indikasi",2
"indikasi",-2
"individual",4
"indo",-3
"indolen",-4
"indolensi",-4
"induk semang",-4
"indusemen",-3
"inersia",-4
"infak",4
"inferensi",3
"inferior",-4
"inferioritas",-5
"infinit",3
"influensa",-3
"info",-3
"informasi",2
"informasi",-3
"informasinya",2
"inga",-4
"ingar",-5
"ingat",2
"ingat",-3
"ingat-ingat",4
"ingat-ingat",-3
"ingatan",3
"ingetin",-2
"ingkar",-4
"ingsut",-3
"inheren",-4
"inhibisi",-4
"inisiator",3
"inisiator",-4
"injakan",-3
"injek",-3
"inkarnasi",-1
"inklinasi",-3
"inklusif",1
"inklusif",-2
"inkorporasi",3
"inovasi",4
"insaf",2
"insaf",-4
"insane",-4
"insentif",3
"insentif",-3
"insiden",1
"insiden",-4
"insinye",4
"inspirasi",-3
"instansi",-3
"instingtif",3
"instruksi",-3
"insyaallah",2
"intan",3
"integrasi",3
"intelektual",3
"inteligen",1
"inteligen",-4
"intensi",3
"intensif",2
"intensif",-4
"interaksi",3
"interaksi",-2
"interes",4
"interferensi",2
"interlokusi",-3
"interpretasi",3
"interupsi",3
"intiha",-3
"intim",2
"intimidasi",-5
"intrakalimat",-5
"intrik",4
"intrik",-3
"intrinsik",-4
"intuitif",3
"invalid",-5
"inventif",4
"inventivitas",4
"inventori",-3
"invitasi",2
"invite",1
"ira",-3
"irama",4
"iri",-4
"iri",-5
"iri hati",-5
"iring-iringan",-4
"iringan",-4
"iris",-4
"irit",2
"irit",-2
"iritasi",1
"irsyad",-3
"isak",-5
"isap jempol",-3
"isapan jempol",-3
"isbat",3
"iseng",-3
"ish",-4
"isi",2
"isi",-5
"isi perut",3
"islam",4
"isotop",-3
"istan",-5
"istirahat",-2
"isu",-1
"isukan",-1
"item",-4
"itifak",4
"itihad",3
"itu",-2
"itunya",-2
"iyain",-2
"iyak",-2
"iyasih",-2
"izin",-4
"jaat",-3
"jabang bayi",-3
"jabar",3
"jabat",-3
"jadi",1
"jadi",-2
"jadul",-3
"jaga",2
"jaga",-3
"jaga-jaga",1
"jaga-jaga",-3
"jagalah",3
"jago",3
"jagoan",3
"jahad",-4
"jahanam",-5
"jahat",-4
"jahatin",-3
"jahatnya",-4
"jahil",-4
"jahit",-5
"jail",-4
"jajah",-5
"jajak",3
"jajal",-4
"jajaran genjang",-4
"jala",3
"jalan arteri",-4
"jalan bebas hambat",2
"jalan bebas hambat",-1
"jalan bebas hambatan",2
"jalan bebas hambatan",-1
"jalan bentar",-4
"jalan buka",3
"jalan buntu",-4
"jalan keluar",3
"jalan layang",-4
"jalan lingkar",-4
"jalan protokol",-4
"jalan raya",-4
"jalan setapak",-4
"jalan tengah",3
"jalan terbuka",3
"jalan tikus",-4
"jalan tol",-4
"jalanan",-4
"jalang",-4
"jalanin",2
"jali",2
"jalu",-4
"jalur",-4
"jamah",-5
"jaman",-2
"jambak",-5
"jambret",-5
"jamhur",3
"jamiah",1
"jamik",3
"jamil",2
"jamin",-5
"jangan",-3
"jangankan",-3
"jangann",-3
"janggal",-4
"jangka",3
"jangkang",-5
"jangkit",-5
"jantan",5
"jantung hati",-3
"jarah",-4
"jarak",3
"jarak",-3
"jaras",-5
"jari",-4
"jariji",-4
"jaring",3
"jaringan",3
"jaringan",-4
"jarum",-4
"jaruman",-5
"jasa",4
"jaswadi",3
"jatah",3
"jatah",-1
"jatohnya",-1
"jatuh",1
"jatuh",-3
"jauh",-4
"jauhin",-3
"jawab",3
"jawab",-5
"jawaban",3
"jawaban",-5
"jawara",3
"jawatan",-3
"jaya",4
"jealous",-3
"jebakan",3
"jebeh",-5
"jeblok",-5
"jeblos",1
"jeblos",-4
"jedot",-4
"jejal",1
"jejal",-3
"jejap",-4
"jelabak",-3
"jelak",3
"jelang",3
"jelas",1
"jelas",-3
"jelata",-5
"jelek",-5
"jeli",4
"jeli",-3
"jelingah",-3
"jelma",-3
"jelukan",-3
"jelus",-2
"jemari",-4
"jembalang",-4
"jembatan",-4
"jembel",-5
"jempol",4
"jempolan",4
"jenak",1
"jenaka",-3
"jenang",4
"jenazah",-4
"jendala",-5
"jendera",-4
"jenewer",-4
"jengkang",-5
"jengkel",-4
"jenguk",-2
"jentaka",-5
"jentelmen",3
"jepit",-4
"jeput",-3
"jera",-3
"jeran",-3
"jerat semata",-3
"jeraus",2
"jeraus",-3
"jerawat",-3
"jereket",-3
"jerepet",-3
"jeri",-3
"jeriji",-4
"jeringing",-4
"jerit",-3
"jeritan",-5
"jernih",4
"jernih (suasana)",1
"jernih suasana",1
"jerum",-4
"jiawang",5
"jibilah",4
"jidur",3
"jigong",-4
"jigrah",3
"jihad",3
"jihat",-4
"jiji",-4
"jijik",-5
"jilat",-3
"jilatan",-3
"jilbab",3
"jilid",-5
"jin",-3
"jiplak",-3
"jir",-3
"jleb",-3
"jobak",-3
"jodoh",3
"jodoh",-3
"join",1
"jolak",-3
"joli",1
"jomblo",1
"jomblo",-3
"jompo",-3
"jones",-3
"jongkok",-5
"jorok",-5
"jorong",-3
"jotos",-5
"jreng",3
"juak-juak",5
"jual",1
"jual murah",-3
"jualan",1
"juang",3
"juang",-3
"judes",-4
"judul",2
"jujur",4
"jujur",-1
"julat",3
"jumat",2
"jumpa muka",3
"jungkal",1
"jungkal",-5
"junior",-4
"junjung",-2
"junjungan",-2
"juragan",-4
"jurik",-4
"juru damai",-3
"juta",2
"jutek",-5
"jutekin",-5
"juwita",-4
"juz",-4
"kabar",2
"kabar",-3
"kabar angin",-3
"kabar burung",-5
"kabeh",-2
"kabil",-4
"kabin",-3
"kabinet",-3
"kabung",1
"kabung",-5
"kabur",-2
"kabut",-2
"kacang botor",-3
"kacangan",-4
"kacek",-4
"kaci",4
"kacip",-3
"kacrek",-3
"kacuk",-4
"kada",-3
"kadam",-3
"kadang",3
"kadang-kadang",3
"kadar",5
"kado",2
"kafe",-4
"kafetaria",-4
"kafilah",-4
"kagak",-3
"kaget",3
"kaget",-3
"kagum",3
"kagum",-1
"kaidah",-4
"kaisar",4
"kait",1
"kaitan",1
"kaitan",-4
"kaji",4
"kajian",4
"kakas",-3
"kakek",3
"kaki ayam",-3
"kaki tangan",4
"kalah",-4
"kalang-kabut",-4
"kalang tanah",-2
"kalap",1
"kalap",-3
"kalau",-1
"kalem",4
"kalem",-2
"kalimantang",-3
"kalimat",-3
"kalis",4
"kalong",3
"kalor",-4
"kalut",-3
"kam",2
"kambing",-3
"kambuh",-4
"kamil",3
"kampanye",3
"kampit",-1
"kampret",-5
"kampungan",-5
"kanak-kanak anyir",-3
"kandas",-5
"kandis",4
"kandut",-3
"kangen",3
"kangen",-3
"kanjang",4
"kanjeng sultan",4
"kanji",-3
"kantin",-4
"kantong",1
"kantong kering",-4
"kantong perut",-5
"kantong tipis",-4
"kanun",-3
"kaos",-4
"kapabilitas",3
"kapah",-2
"kapal",-3
"kapasitas",3
"kapok",-3
"kapuk",-3
"karang",-3
"karangan",-4
"karavan",-4
"kardinal",-4
"karena",-3
"karena allah",2
"karena Allah",2
"karib",4
"karimah",4
"karin",-2
"karsa",3
"karu",-5
"karunia",4
"karut",-5
"karya",3
"karyawan",3
"kasad",1
"kasam",-3
"kasatmata",4
"kasemat",-3
"kasep",-4
"kasi",-3
"kasian",-3
"kasih",2
"kasih",-1
"kasih sayang",5
"kasih sayang",-1
"kasihan",4
"kasihan",-3
"kasiku",-4
"kasim",-4
"kasip",-5
"kasual",3
"kasur",-4
"kata",-1
"kata-",-4
"kata-kata",-4
"katanya",-1
"kaus",-4
"kawaei",-2
"kawakan",5
"kawal",1
"kawal",-2
"kawula",-3
"kaya",2
"kaya",-2
"kayak",-3
"kayaknya",-3
"kayangan",-5
"kayanya",-2
"ke-tidakjelasan",-5
"ke belakang",-5
"keahlian",3
"keaiban",-5
"keajaiban",-4
"keaktifan",2
"keampuhan",4
"keanehan",-4
"keasingan",-4
"kebabaran",-2
"kebaca",-1
"kebahagiaan",4
"kebaikan",4
"kebajikan",4
"kebalik",-3
"kebangkitan",2
"kebangkitan",-5
"kebangunan",-5
"kebanyakan",2
"kebas",-3
"kebat",-3
"kebejatan",-5
"kebentok",-4
"keberuntungan",4
"keberuntungan",-1
"kebesaran",4
"kebijakan",3
"kebimbangan",-4
"kebingungan",-3
"kebirahan",-3
"kebiri",-4
"kebisaan",4
"kebisuan",-4
"kebo",-4
"kebobrokan",-4
"kebodohan",-3
"kebolehan",2
"kebun",-4
"keburu",-3
"keburukan",-5
"kebusukan",-5
"kebutuhan",4
"kecabuhan",-3
"kecabulan",-5
"kecakapan",2
"kecaman",-5
"kecamuk",-4
"kecantikan",2
"kecantol",-3
"kecap",-4
"kecapan",-4
"kecapekan",-3
"kece",5
"kece",-3
"kecek",-3
"kecelakaan",-5
"kecemasan",-4
"kecemerlangan",-1
"kecepatan",4
"kecerdikan",4
"keceriaan",-1
"kecerobohan",-5
"kecil",-3
"kecil hati",-4
"kecintaan",-3
"kecipir",-3
"kecoa",-3
"kecong",3
"kecut",-4
"kedai minuman",-4
"kedai susu",4
"kedaifan",-3
"kedalaman",3
"kedaluwarsa",-3
"kedapatan",-2
"kedengkian",-5
"keder",-4
"kediaman",2
"kedinginan",-3
"kedodoran",3
"kedot",2
"kedoyanan",3
"kedukaan",-4
"kedung",-3
"keduniaan",1
"keduniaan",-2
"kedut",-4
"keenakan",4
"kegaduhan",-3
"kegagahan",4
"keganjilan",-4
"kegedean",-2
"kegegeran",-3
"kegelisahan",-4
"kegembiraan",4
"kegemparan",-4
"kegeruhan",-4
"kegiatan",3
"kegilaan",3
"kegirangan",3
"kegirangan keceriaan",4
"kegunaan",4
"kehadiran",3
"kehampaan",-3
"kehangatan",4
"kehangatan",-4
"kehebohan",1
"kehebohan",-3
"keheningan",-4
"kehilangan",-4
"kehinaan keaiban",-4
"kehormatan",5
"kehuru-haraan",-4
"keikutsertaan",3
"keinget",-2
"kejadian",3
"kejadian",-2
"kejam",-4
"kejangkitan",-4
"kejar",-3
"kejayaan",4
"kejedot",-4
"kejelasan",1
"kejelekan",-5
"kejepit",-4
"kejernihan",-3
"keji",-5
"kejorokan",-5
"kejuruan",3
"kejut",3
"kejut",-3
"kejutan",3
"kekacauan",-4
"kekaguman",4
"kekaguman",-1
"kekal",3
"kekang",-4
"kekayaan",2
"kekecewaan",-3
"kekecohan",-5
"kekejian",-5
"kekekalan",3
"kekeliruan",1
"kekeliruan",-5
"kekeluargaan",4
"kekerabatan",3
"kekerabatan",-4
"kekeramatan",-5
"kekerasan",-4
"kekhawatiran",-4
"kekhususan",3
"keki",1
"keki",-4
"kekosongan",-3
"kekotoran",-5
"kekuatan",3
"kekuatan batin",3
"kekurangan",-3
"kekusutan",-4
"keladi",-3
"kelahiran",3
"kelainan",-4
"kelajuan",4
"kelakar",-4
"kelam",-4
"kelam kabut",-4
"kelamaan",-4
"kelambanan",-4
"kelamin",-3
"kelangkan",-3
"kelapangan",3
"kelar",3
"kelas",-3
"kelasah-kelusuh",-5
"kelatahan",-5
"kelati",-3
"kelawasan",1
"kelebihan",-3
"kelelahan",-3
"kelelawar",3
"kelemahan",-4
"kelembaman",-3
"kelengangan",-4
"kelengar",-4
"kelepasan",3
"kelesa",-4
"kelesah",-5
"kelesuan",-5
"keletah",-3
"keletihan",-3
"kelezatan",4
"keliatan",2
"keliatan",-1
"kelih",4
"kelih",-3
"kelilipan",3
"kelimpahan",4
"kelimut",-3
"keling",-3
"kelipar",-4
"kelir",-3
"keliru",1
"keliru",-5
"kelok",-2
"kelompang",-3
"kelompok",-5
"kelonggaran",3
"keloyoan",-3
"kelu",-3
"keluang",3
"keluangan",3
"keluar",-3
"keluaran",3
"keluarga",4
"keluarga",-3
"keluarkan",-3
"keluasan",3
"kelucahan",-5
"kelucuan",3
"keluhan",-3
"kelusuh-kelasah",-5
"kemahiran",4
"kemakmuran",-3
"kemaknagandaan",-3
"kemalangan",-5
"kemaluan",-3
"kemamang",-4
"kemampuan",4
"kemandang",-3
"kemangkakan",3
"kemantapan",4
"kemas",3
"kemas",-2
"kemaslahatan",4
"kemasukan",-3
"kemasygulan",-3
"kemasyhuran",4
"kematian",-5
"kemayu",-3
"kemban",-5
"kembang",3
"kembang-kempis",3
"kembang-kempis",-4
"kembar",-3
"kembung",-3
"kemegahan",4
"kemerosotan",-5
"kemesuman",-5
"kemik",-3
"kemiripan",2
"kemiripan",-2
"kempa",-3
"kempes",-4
"kemplang",-5
"kempuh",5
"kemudahan",3
"kemudi",3
"kemufakatan",3
"kemunculan",3
"kemunduran",-5
"kemungkinan",-1
"kemurahan",4
"kemuraman",-5
"kemurkaan",-5
"kemurungan",-5
"ken",3
"ken",-2
"kena",-3
"kenahasan",-2
"kenal",3
"kenal",-2
"kenamaan",5
"kenan",2
"kenan",-3
"kenang",3
"kenang",-2
"kenang-kenangan",3
"kenang-kenangan",-2
"kenangan",3
"kenapaaa",-3
"kenapasih",-3
"kencan",3
"kencan",-4
"kencang",3
"kencang",-3
"kenceng",-2
"kencing",-3
"kendati",-3
"kendatipun",-3
"kenduri",4
"kenek",1
"kenes",-3
"kenestapaan",-3
"kenikmatan",4
"kenistaan",-5
"kentara",1
"kentara",-3
"kentut",-2
"kenyam",1
"kenyamanan",4
"kenyang",3
"kenyataannya",-2
"kenyih",-4
"keok",-2
"keonaran",-5
"kepala angin",-3
"kepala udang",-3
"kepalan",-5
"kepalang",-3
"kepandaian",4
"kepanikan",-4
"keparat",-5
"kepatuhan",3
"kepayahan",-3
"kepedihan",-5
"kepedulian",4
"kepedulian",-2
"kepelesiran",3
"kepelikan",-4
"kepenatan",-4
"kepencet",-2
"kepeng",-2
"kepentingan",5
"kepercayaan",3
"kepercayaan",-3
"keperihan",-5
"keperluan",5
"kepesatan",4
"kepetangan",-3
"kepialu",-4
"kepiawaian",4
"kepincangan",-4
"kepindahan",-3
"kepinding",-5
"kepintaran",4
"kepleset",3
"kepleset",-4
"kepo",2
"kepo",-3
"kepoin",2
"kepompong",-5
"keprihatinan",2
"keprihatinan",-3
"kepuasan",3
"keputusan",4
"keputusasaan",-5
"kera",-3
"kerabat",3
"kerabat",-3
"kerabit",-3
"kerabu",-5
"kerai",-4
"kerajaan",-3
"kerak",-2
"kerakal",-3
"keramat",-3
"keran",-4
"keras hati",1
"keras hati",-3
"keras kepala",-4
"keras tulang",2
"keras tulang",-2
"kerasan",2
"kerasan",-2
"kerasukan",-5
"kerat",-1
"kerawanan",-4
"kerbau",-3
"kerdak",-4
"kerekau",-3
"kerelaan",-2
"keremus",-4
"kerepotan",-3
"kereseng",-4
"kereta",-4
"keretakan",-4
"keri",-4
"keriaan",3
"keriangan",4
"keributan",-5
"kerik",-3
"kerikil",-3
"kerinduan",2
"kering",-3
"keringanan",2
"keris",-4
"kerising",-4
"keriuhan",-3
"kerja",2
"kerja keras",3
"kerja keras",-5
"kerja sama",4
"kerjaan",2
"kerjain",-3
"kerjasama",3
"kernyih",-4
"kerok",-3
"keropok",-3
"keropos",-3
"kerosek",-3
"keroyok",1
"keroyok",-4
"kerubung",1
"kerubung",-3
"kerubut",-3
"kerugian",-5
"keruh",-4
"kerukunan",3
"kerumit",-5
"kerumitan",-5
"kerusuhan",-5
"kerut",-2
"kerut merut",-3
"keruwetan",-4
"kes",3
"kesabaran",5
"kesah",2
"kesahihan",-3
"kesal",4
"kesal",-5
"kesalahan",-5
"kesambet",-3
"kesatria",2
"kesayuan",-2
"kesebalikan",-2
"kesebatan",4
"kesediaan",1
"kesedihan",-5
"keseimbangan",4
"kesejukan",-3
"kesel",-5
"keseleo",-3
"kesemarakan",4
"kesendirian",-4
"kesenduan",-2
"kesengsaraan",-5
"kesenjangan",-4
"kesentuhan",-3
"kesenyapan",-4
"kesepakatan",3
"kesepakatan",-4
"kesepian",-4
"kesertaan",2
"keseruan",3
"keseser",-4
"keset",-4
"kesetanan",-3
"kesetiaan",3
"kesi",-3
"kesialan",-5
"kesian",-3
"kesiannya",-4
"kesibukan",-3
"kesima",4
"kesima",-1
"kesimpulan",3
"kesohor",5
"kesomplok",-4
"kestabilan",4
"kesucian",-1
"kesudahan",-3
"kesudian",2
"kesufian",4
"kesukacitaan",3
"kesukaran",-4
"kesulitan",-5
"kesuma",3
"kesumat",-4
"kesunyian",-3
"kesuraman",-5
"kesurupan",-5
"kesusahan",-5
"kesusupan",-2
"ketaatan",3
"ketaatan",-1
"ketagihan",-3
"ketahuan",-5
"ketajaman",3
"ketajaman",-2
"ketaksaan",-5
"ketakutan",-4
"ketangkasan",4
"ketapak",3
"ketar",-3
"ketat",-3
"ketauan",-4
"ketawa",4
"keteguhan batin",3
"keteguhan hati",3
"ketelanjuran",-5
"keteledoran",-4
"ketemu",1
"ketenangan",-4
"ketenteraman",4
"keterbukaan",5
"keterikatan",4
"keterkaitan",-3
"keterlaluan",-5
"keterlibatan",-3
"ketertarikan",4
"ketertiban",3
"ketetapan hati",3
"ketewasan",-3
"ketiadaan",1
"ketibaan",3
"ketidaktentuan",-5
"ketiduran",-3
"ketimpangan",-4
"ketinggalan",-3
"ketinggian",-2
"ketuat",-4
"ketul",-3
"ketulahan",-4
"ketularan",-4
"ketumbukan",-4
"ketupat bangkahulu",-5
"ketupat bengkulu",-5
"ketus",-4
"keuntungan",4
"keurus",4
"keurusan",4
"kewalahan",-3
"kgk",-3
"khabis",-3
"khafi",-5
"khair",-4
"khalas",3
"khalifatullah",-4
"khalis",4
"khalwat",-3
"kharab",-5
"khas",4
"khasi",-4
"khasiat",4
"khatimah",-3
"khawatir",1
"khawatir",-5
"khayal",2
"khayalan",4
"khianat",-4
"khilaf",-4
"khinzir",-4
"khisit",-5
"khuluk",3
"khusyuk",3
"kial",-4
"kiamat",-3
"kias",4
"kiat",3
"kicau",3
"kicauan",-4
"kicik",-3
"kicu",3
"kidib",-3
"kikir",4
"kikis",-5
"kilah",-4
"kilang",-3
"kilat",3
"kilat",-2
"kimah",5
"kincang",3
"kincit",-5
"kincung",3
"kini",3
"kiprah",3
"kipu",4
"kira",2
"kira",-2
"kirai",-3
"kiranya",-1
"kiri",-3
"kirim",2
"kisas",3
"kisi",-3
"kisi-kisi",-4
"kisikan",-3
"kismat",4
"kismat",-2
"kisruh",-3
"kitab",2
"kitab",-3
"kits",5
"klasik",3
"klien",4
"kliyengan",1
"kliyengan",-4
"kobar",-2
"kobaran",-3
"kocak",-2
"kocar-kacir",-5
"kocok",-3
"kode",-3
"kodok",-2
"kodrat",4
"kohesi",4
"kohor",-3
"koit",-5
"kojor",-3
"kolam",-3
"kolaps",-5
"koleksi",1
"kolera",-4
"kolot",-5
"komat-kamit",-3
"komedi",3
"komisi",3
"kompas",-3
"kompetensi",3
"kompleksitas",-4
"komplemen",5
"komplet",3
"komplikasi",-3
"komplot",4
"komplot",-4
"kompor",-4
"komunikasi",2
"komunikasi",-4
"komunitas",2
"komunitas",-3
"konco",4
"konco",-3
"kondang",5
"koneksi",2
"koneksi",-4
"konferensi",2
"konfirmasi",3
"konfirmasikan",3
"konfirmasinya",3
"konformitas",4
"kongkalikong",-4
"kongkong",-3
"konglomerasi",-4
"konklusi",3
"konkret",3
"konkretisasi",-3
"konkurensi",-4
"konotasi",-3
"konsekuensi",-3
"konsensus",3
"konseptual",3
"konsistensi",-3
"konsolidasi",3
"konspirasi",4
"konspirasi",-4
"konstelasi",2
"konstruktif",3
"konsultasi",3
"kontak",2
"kontak",-4
"kontaminasi",-4
"kontan",3
"kontemporer",3
"kontol",-5
"kontradiksi",-3
"kontras",-3
"kontributor",3
"kontroversi",-4
"konveks",-3
"konyol",-3
"kooperasi",1
"koordinasi",1
"koordinasikan",1
"koordinator",2
"koplo",-3
"kopong",-4
"kopyor",-4
"korban",-4
"korek",4
"korek",-4
"korek api",-4
"korup",-5
"korupsi",-4
"kosen",4
"kosong",-4
"kot",-1
"kota",-1
"kotak",-3
"koteng",-3
"kotor",-5
"kotoran",-5
"koyak",-3
"koyak-koyak",-5
"kreasi",3
"kreatif",4
"kreativitas",4
"kredibel",3
"krg",-2
"krim",1
"krisis",-4
"krista",-4
"kritik",-5
"kritikan",-5
"kritis",-5
"kroco",-4
"kromatis",-3
"kroni",4
"kroni",-3
"kronis",-5
"kronologi",-1
"kuala",4
"kualat",-4
"kualifikasi",2
"kualitas",4
"kuasa",3
"kuat",2
"kuat",-3
"kuat (dugaan)",2
"kuat (dugaan)",-2
"kuat batin",3
"kuat duga",2
"kuat duga",-2
"kubang",-3
"kubra",2
"kubra",-5
"kucar-kacir",-5
"kucil",1
"kucup",2
"kucur",4
"kudus",4
"kufur",-5
"kujarat",5
"kukuh",2
"kukuh",-4
"kukul",-3
"kukur",-3
"kulak",-3
"kuliah",1
"kuliah",-2
"kumandang",-3
"kumat",-4
"kumbang",1
"kumbang",-4
"kumuh",-4
"kunarpa",-4
"kunci",3
"kundangan",5
"kungkungan",-3
"kuning",-4
"kunjung",3
"kunjung",-3
"kunjungi",3
"kuno",-5
"kuntit",1
"kunyah",3
"kuota",-2
"kupon",3
"kurang",-3
"kurang adat",-5
"kurang ajar",-5
"kurang darah",-4
"kurang pikiran",-3
"kurbal",-3
"kurban",-3
"kurung",-3
"kurungan",-4
"kurus",-3
"kurusuhan",-4
"kusa",3
"kusuma",4
"kusut",-4
"kusut hati",-5
"kusut pikiran",-4
"kutil",-4
"kutu busuk",-4
"kutuk",-5
"kutut",-3
"kuwur",-4
"kuy",1
"kuyu",-5
"kuyup",-3
"kzl",-5
"laba",4
"labil",-4
"labiovelar",4
"laboratorium",-3
"labrak",-4
"labuda",-3
"labuh",3
"labuhan",3
"lacur",-5
"ladah",-5
"ladang",-4
"laden",3
"lafal",2
"lafal",-4
"lagak",2
"lagak",-2
"lagi",-3
"lagian",-3
"lagu",2
"lahang",-3
"lahir",3
"lahir kembali",-3
"laif",-5
"laik",-5
"lain",-4
"lajat",-5
"lajnah",3
"lakeri",3
"laknat",-5
"lakon",1
"lakon",-4
"lalai",-4
"lalat hijau",-5
"lalat kerbau",-4
"lali",-4
"lalim",-5
"lalu",3
"lalu dr dunia",-5
"laluan",-4
"lam",3
"lama",-4
"lambang",-3
"lambat",1
"lambat-lambat",-4
"lambuk",3
"lambung",2
"lampu",4
"lancang",-5
"lancang mulut",-4
"lancar",4
"lancar",-2
"lancarkan",3
"lancip",-4
"lancung",3
"lancut",-4
"landasan (pesawat udara)",-4
"langah",-3
"langau",-4
"langgam",2
"langgan",2
"langganan",4
"langgeng",4
"langis",-5
"langka",-5
"langkah",4
"langkah baik",4
"langkah baik",-1
"langkah kanan",3
"langkan",-3
"langkap",-3
"langking",-4
"langsai",-3
"langsuir",-4
"langsung",3
"lanjur",1
"lanjur",-3
"lanjut",2
"lanjut",-5
"lanjut umur",-3
"lanjut usia",-3
"lanjutkan",1
"lantaran",-4
"lantik",3
"lantip",3
"lanyak",-3
"lap",-5
"lap kaki",-2
"lapang",3
"lapang hati",-1
"lapangan",3
"lapar",-5
"laper",-3
"lapisan",3
"lapor",2
"laporan",-5
"laporin",-3
"laporkan",2
"lapuk",-5
"lara",-5
"larang",-3
"larat",-3
"larat hati",-3
"lari",-2
"lari-lari",-2
"larut",1
"larut",-5
"lasat",-5
"lata",-5
"laten",-5
"latih",3
"latih",-2
"latih diri",4
"latihan",-2
"latisan",-4
"lau",-2
"laun",1
"laur",-4
"lawan",1
"lawan",-4
"lawas",1
"lawas",-4
"layak",3
"layak",-5
"layan",2
"layan",-2
"layanan",3
"layon",-4
"layu",-4
"layuh",-3
"ldr",-2
"leave",-3
"lebai",4
"lebai",-3
"lebar",3
"lebar",-3
"lebar mulut",-4
"lebay",-4
"lebih",1
"lebih-lebih",4
"lebu",-3
"lebuk",3
"lebun",3
"lebur",-5
"leburan",-3
"lecap",-4
"leceh",-5
"lecet",-4
"ledak",-4
"ledekan",-5
"ledes",-3
"leduk",-4
"legalisasi",-3
"legalitas",-3
"legawa",4
"legit",4
"lekap",-3
"lekas",2
"lekas",-3
"lekat",-3
"lektur",4
"lekukan",-3
"lela",-4
"lelah",4
"lelah",-3
"lelang",1
"lelang",-3
"lelap",4
"lelap",-5
"leleh",1
"leleh",-3
"lelembut",-4
"leler",-4
"lelucon",-4
"lelung",-3
"lemah",5
"lemah",-4
"lemas",5
"lemau",-4
"lembaga",-3
"lembam",-4
"lembap",-4
"lembek",5
"lembek",-4
"lembeng",-4
"lembik",5
"lembu",-3
"lembu hutan",-3
"lembu liar",-3
"lembuk",3
"lembung",-3
"lemes",-3
"lemot",-5
"lencana",-3
"lendeh",-3
"lengah",-4
"lengang",-4
"lengas",-4
"lenggana",-4
"lenggang",2
"lengkap",2
"lengkap",-3
"lengket",-2
"lengket-lengket",-3
"lengkur",-3
"lenguh",-4
"lentera",4
"lenyap",-5
"lenyap daratan",-4
"lepas",-2
"lepasan",-3
"lepaskan",-2
"lepek",3
"lepek",-4
"lepra",-5
"lerak",-4
"lesap",-3
"lesit",-1
"lestari",4
"lesu",-4
"leta",-5
"letih",4
"letih",-3
"letup",-3
"letus",-4
"lever",-2
"lewat",2
"lewat",-5
"lewat batas",-4
"leyu",-4
"lezat",5
"liang",-3
"liang jimak",-4
"liang sanggama",-4
"liat",2
"liat",-1
"libur",3
"liburan",3
"licin",4
"licin",-2
"lieur",-3
"life",-2
"lihai",2
"lihai",-4
"lihat",3
"lila",4
"lilit",-3
"limbukan",3
"limpah",1
"lincah",4
"lincah",-3
"lindap",-3
"lindu",4
"lindung",4
"linggis",-4
"lingkar",-3
"lingkungan",3
"lingkup",-5
"lingsir",2
"lingsir",-5
"linguis",-3
"lini",4
"lintar",-3
"lintasan",-4
"linu",4
"linu",-4
"linuhung",3
"lipat dua",-3
"liplap",-3
"lipur",2
"lipur",-2
"liputan",3
"lirih",-3
"lisong",-3
"lisut",-4
"live",3
"liwa",-3
"loakan",-4
"lock",-2
"loksek",-4
"loloh",-3
"lolos",-4
"lombong",-3
"lompong",1
"lompong",-5
"londang",-3
"loneng",-3
"longgar",3
"longgok",-3
"longo",3
"lopak",-4
"lopak-lapik",-4
"lorong",-4
"lorot",1
"lorot",-4
"losmen",2
"lost",-3
"lot",-5
"lotong",-4
"lotre",2
"lotre",-5
"love",5
"love",-3
"lovers",4
"luak",-3
"luang",2
"luang",-3
"luar biasa",4
"luar biasa",-4
"luas",3
"lubang",-3
"lubang jarum",-5
"lubuk",-3
"lucah",-5
"luck",4
"lucu",3
"lucu",-2
"lucunya",-2
"lucut",-3
"luda",-3
"ludes",-5
"lugas",4
"lugu",4
"lugu",-2
"luk",3
"luka",-5
"lukis",2
"lukisan",2
"luluh",5
"luluh",-3
"luluh lantak",-5
"lulus",5
"lumat",-4
"lumayan",1
"lumayan",-2
"lumer",-3
"lumut",-3
"lunak",5
"lunas (kapal",2
"lunas (kapal",-3
"lunas kapal",2
"luncas",-3
"lunch",3
"lungkang",-4
"lungse",-4
"luntur",1
"luntur",-3
"lupa",1
"lupa",-3
"lupa diri",-3
"lupain",1
"lupakan",1
"luput",-3
"luruh",2
"luruh",-2
"lurus",4
"lurus hati",3
"lurus hati",-1
"lusuh",-5
"lutu",-4
"lutut",-2
"luwes",-4
"luyu",-1
"maaf",2
"maaf",-3
"maafin",-3
"maafkan",-3
"maap",-3
"maapin",-4
"maapkan",-3
"mabok",-4
"mabrur",4
"macem",-2
"macis",-4
"madani",-4
"madat",-3
"maen",3
"mafhum",3
"mafhum",-1
"mafia",-5
"mager",-4
